title,release_date,recommend,user_id
Iron Brigade,2012-08-13,True,TetisTiger
Sleeping Dogs Top Dog Silver Pack,2012-08-13,True,TetisTiger
Sleeping Dogs Retro Triad Pack,2012-08-13,True,76561198001160024
Galaxy on Fire  Full HD,2012-08-21,True,76561198061611219
CounterStrike Global Offensive,2012-08-21,True,mitchbigd
STAR WARS Knights of the Old Republic II  The Sith Lords,2005-02-08,True,76561198070264437
Dins Curse,2010-03-31,True,1626466724893520
AVSEQ,2012-08-23,True,58254410
Train Simulator Southern Pacific Cab Forward Loco AddOn,2012-08-23,True,lookhereifyoureastalker
Train Simulator PRR GE  Loco AddOn,2012-08-23,False,lookhereifyoureastalker
Train Simulator UP GE  Loco AddOn,2012-08-23,True,someonelewd
Gotham City Impostors Free to Play Premium Card Pack ,2012-08-30,False,76561198038741062
Gotham City Impostors Free to Play Killah Kitteh,2012-08-30,True,matoegos
Gotham City Impostors Free to Play Steampunk Costume,2012-08-30,True,TheDarkSteveh
Gotham City Impostors Free to Play Stitches,2012-08-30,True,TheDarkSteveh
Gotham City Impostors Free to Play Ninja Costume,2012-08-30,True,TheFazza
Closure,2012-09-07,True,HuskyWaffle
Gotham City Impostors Free to Play Harlette,2012-08-30,False,Element121
Gotham City Impostors Free to Play Support Item Pack  Professional,2012-08-30,True,76561198060398831
Gotham City Impostors Free to Play Weapon Pack  Ultimate,2012-08-30,False,tracknumberseven
Gotham City Impostors Free to Play Support Item Pack  Starter,2012-08-30,False,tortoisecreative
Gotham City Impostors Free to Play Crocky,2012-08-30,False,Turbo_Husky
Gotham City Impostors Free to Play Weapon Pack  Professional,2012-08-30,False,u2late
Gotham City Impostors Free to Play Premium Card Pack ,2012-08-30,True,BigSmokePhil
Gotham City Impostors Free to Play Costume Coin Boost  Solo,2012-08-30,True,viprin
To the Moon Soundtrack,2012-09-07,True,V0rT3xThe3rd
Batman Arkham City  Game of the Year Edition,2012-09-07,True,TheOnlyVelvet
To the Moon,2011-11-01,True,TheOnlyVelvet
Intrusion ,2012-09-11,True,zeriora
Gotham City Impostors Free to Play Ultimate Impostor Kit,2012-08-30,True,volka
Critter Crunch,2012-09-11,True,W33dl3y
Hearts of Iron III Sounds of Conflict,2012-09-12,True,W33dl3y
Arma  Army of the Czech Republic,2012-09-12,True,warheads
Jet Set Radio,2012-09-19,True,warheads
Magic The Gathering  Duels of the Planeswalkers  Expansion,2012-09-19,True,Warrfoxx
Awesomenauts  Expendable Clunk Skin,2012-09-19,True,Warrfoxx
Awesomenauts  Bumble Gnaw Skin,2012-09-19,True,76561198082569416
Awesomenauts  Hotrod Derpl Skin,2012-09-19,True,AnOddBandit
Awesomenauts  Kosmonaut Yuri Skin,2012-09-19,True,LeZoidberg
Awesomenauts  Grandmaster Splash Skin,2012-09-19,True,SuperVegito45
Awesomenauts  Coco Hawaii Skin,2012-09-19,True,76561198026497579
Might amp Magic Heroes VI  Danse Macabre Adventure Pack,2012-09-27,True,76561198035790591
Resident Evil Operation Raccoon City  Renegade Weapons Pack,2012-09-24,True,76561198035790591
Resident Evil Operation Raccoon City  Classic Weapons Pack,2012-09-24,True,steamxanbunny
Resident Evil Operation Raccoon City  Elite Weapons Pack,2012-09-24,False,steamxanbunny
Resident Evil Operation Raccoon City  Echo Six Expansion Pack ,2012-09-24,True,76561198079408469
Resident Evil Operation Raccoon City  Weapon Stash,2012-09-24,True,L0RDVAD3R
Resident Evil Operation Raccoon City  Echo Six Expansion Pack ,2012-09-24,True,L0RDVAD3R
The Testament of Sherlock Holmes,2012-09-25,False,76561198049676894
ETHER VAPOR Remaster,2012-09-27,True,YaraManco
Carrier Command Gaea Mission,2012-09-28,True,YaYa7979
DCoat V,2012-10-02,True,76561198075993539
BITTRIPCORE Soundtrack,2012-10-02,False,InjectingMarijuanas
Cortex Command,2012-09-28,True,76561198121985910
Dogfight  Russia Under Siege,2012-09-28,True,yvanne
BITTRIP CORE,2012-10-02,True,yvanne
Borderlands  Mechromancer Pack,2012-10-09,False,sirnephilim
Duels  Aura Servants Deck Key,2012-10-10,True,snakedog
Duels  Mindstorms Deck Key,2012-10-10,True,76561198064736339
Duels  Mindstorms Foil Conversion,2012-10-10,True,pdiddymohouze
Duels  Collective Might Foil Conversion,2012-10-10,True,st0p-stalk
Duels  Aura Servants Foil Conversion,2012-10-10,True,JimmyPlant
Rocksmith  Queen  Keep Yourself Alive,2012-10-16,True,2EzRogueDH
Duels  Collective Might Deck Key,2012-10-10,True,rizkywarouw
Duels  Sepulchral Strength Deck Key,2012-10-10,True,AgrarianSkyX
Rocketbirds Hardboiled Chicken,2012-10-15,True,LieutenantFury
Doom  BFG Edition,2012-10-15,True,heylistenm8
Borderlands   Captain Scarlett and her Pirates Booty,2012-10-16,True,TheMishdyHub
Sleeping Dogs  Street Racer Pack,2012-10-16,True,ErrorT3rm1n4l
Sleeping Dogs  Tactical Soldier Pack,2012-10-16,True,ErrorT3rm1n4l
Dungeon Defenders Anniversary Pack,2012-10-16,True,_Minja
Crusader Kings II Songs of Byzantium,2012-10-16,True,guygu6
Rocksmith  My Chemical Romance  Planetary GO,2012-10-16,True,moniinthebag
Rocksmith   Doors Down  Song Pack,2012-10-16,True,tuckismad
Rocksmith  The Police  Synchronicity II,2012-10-16,False,irmikeee
Rocksmith   Doors Down  Loser,2012-10-16,False,deviousbastard
Rocksmith   Doors Down  When Im Gone,2012-10-16,True,76561197971851704
Rocksmith  blink  All The Small Things,2012-10-16,True,beanseller
Rocksmith  blink  Dammit,2012-10-16,True,76561197982124018
Rocksmith  The Black Keys  Just Got To Be,2012-10-16,True,theroleplaygamer
Rocksmith  Pearl Jam  Black,2012-10-16,True,theroleplaygamer
Rocksmith  The Police  Roxanne,2012-10-16,True,kazanmor
Rocksmith  Queen  Stone Cold Crazy,2012-10-16,True,J-BwB
Rocksmith  The Allman Brothers Band  Jessica,2012-10-16,True,alienc
Rocksmith  Marvin Gaye  Whats Going On,2012-10-16,False,sk0p3d4ft3rsk00l
Rocksmith  Albert King with Stevie Ray Vaughan  Born Under a Bad Sign,2012-10-16,True,walterlol
Rocksmith  The Blues Brothers Band  Soul Man,2012-10-16,True,smarthio
Rocksmith  The Black Keys Song Pack,2012-10-16,False,76561198013535175
Rocksmith  Megadeth Song Pack,2012-10-16,True,sdq101
Rocksmith  Queen Song Pack,2012-10-16,False,76561198015882376
Rocksmith  My Chemical Romance Song Pack,2012-10-16,False,76561198020246111
Rocksmith  The Allman Brothers Band  Whipping Post,2012-10-16,True,ecosweetz
Rocksmith  My Chemical Romance  Na Na Na Na Na Na Na Na,2012-10-16,True,gangstapimpplaya
Rocksmith  The Temptations  My Girl,2012-10-16,True,misschekie
Rocksmith  Megadeth  Public Enemy No ,2012-10-16,True,thomasonefoot
Rocksmith  Deep Purple  Smoke on the Water,2012-10-16,True,nikpasic
Rocksmith  Megadeth  Symphony of Destruction,2012-10-16,False,dootz
Rocksmith,2012-10-16,True,Lenzarious
Edna amp Harvey Harveys New Eyes,2012-10-16,True,76561198033266228
Unity of Command Stalingrad Campaign,2012-10-17,False,SvDKILLSWITCH
Primal Carnage,2012-10-29,True,76561198034857562
Rocksmith  The Knack  My Sharona,2012-10-16,True,76561198038567931
Rocksmith   Doors Down  Kryptonite,2012-10-16,False,76561198038567931
Giana Sisters Twisted Dreams,2012-10-22,False,76561198038567931
Tropico  Pirate Heaven DLC,2012-10-23,True,76561198039880975
A Game of Dwarves,2012-10-23,False,LordMinion777
XCOM Enemy Unknown  Elite Soldier Pack,2012-10-23,False,xXPOTATOSLADXx
Hotline Miami,2012-10-23,False,princemart
Sleeping Dogs The SWAT Pack,2012-10-23,True,eileen007
Sleeping Dogs Screen Legends Pack,2012-10-23,True,therestisnoise
Krater  Character DLC Mayhem MK,2012-10-23,True,WolfgangKillDemAll
Guns of Icarus Online,2012-10-29,True,76561198043392285
Condemned Criminal Origins,2006-04-11,True,-PRoSlayeR-
Beyond Divinity,2004-04-27,True,76561198043664811
Magicka Grimnirs Laboratory,2012-10-29,True,StayMad
Divinity II Developers Cut,2012-10-29,True,Astrona
Rocksmith  Avenged Sevenfold  Beast and the Harlot,2012-10-30,True,Bonk_Boy
Rocksmith  Avenged Sevenfold  Afterlife,2012-10-30,True,76561198047679159
POSTAL ,2003-04-13,True,76561198047693993
F RACE STARS,2012-11-13,True,youdienow
Chaos on Deponia,2012-11-06,False,76561198050506383
Gemini Wars,2012-11-02,True,Cleze
APB Reloaded Urban Survival Pack,2012-11-06,True,Akko6288
Magic The Gathering   Deck Pack ,2012-11-07,False,BecHyIIIka
Worms Revolution  Mars Pack,2012-11-07,True,sschuarmatt
Gratuitous Tank Battles  The Western Front,2012-11-09,True,76561198054027097
Sine Mora,2012-11-09,False,shiinaakashi
FlyN,2012-11-09,True,76561198056640962
Puddle,2012-11-09,False,JugglerShang
Memento Mori,2012-11-09,True,JugglerShang
Clan of Champions  New Helmet Pack ,2012-11-09,True,76561198057276193
Clan of Champions  Item Box ,2012-11-09,True,76561198058697824
Clan of Champions  New Armor Pack ,2012-11-09,True,Sly_Elf
Call of Duty Black Ops II,2012-11-12,True,76561198060545297
Sleeping Dogs Deep Undercover Pack,2012-11-13,True,76561198060545297
Sleeping Dogs  Triad Enforcer Pack,2012-11-13,True,76561198060545297
F Race Stars  Music Accessory Pack,2012-11-13,True,IYITHEBOY
Sleeping Dogs Square Enix Character Pack,2012-11-13,True,76561198061315361
F Race Stars  Science Accessory Pack,2012-11-13,True,SethSentry
F Race Stars  Princess Accessory Pack,2012-11-13,True,76561198064948275
F Race Stars  Nature Accessory Pack,2012-11-13,True,76561198064985698
F Race Stars  Monster Accessory Pack,2012-11-13,True,tadlicated
Jagged Alliance   Wildfire,2004-03-08,False,tadlicated
Hitman Absolution Bartoli Custom Gun,2012-11-19,True,76561198067997800
Hitman Absolution Agency HX UMP,2012-11-19,True,76561198068620780
Hitman Absolution Agency SPS ,2012-11-19,True,NeoZenith1
Hitman Absolution Deus Ex Adam Jensen Handgun,2012-11-19,True,NeoZenith1
Hitman Absolution High Tech Disguise,2012-11-19,True,ThomWin
Hitman Absolution Deus Ex Adam Jensen Disguise,2012-11-19,True,shialebeoufmeme
The Sims  Supernatural,2012-11-20,True,Katzieon
The Sims  Diesel Stuff,2012-11-20,True,dmitry_who
The Sims  Seasons,2012-11-20,True,76561198070651185
Magic  Act of War Deck Key,2012-11-21,True,76561198070698244
Magic  Sky and Scale Foil Conversion,2012-11-21,False,76561198070894525
Magic  Act of War Foil Conversion,2012-11-21,False,76561198071755703
Magic  Sky and Scale Deck Key,2012-11-21,False,76561198071901614
Worms Revolution Medieval Tales DLC,2012-11-21,True,76561198071901614
Train Simulator Union Pacific Big Boy Loco AddOn,2012-11-23,False,pnktoud
Miasmata,2012-11-28,True,sparksflynn
Stealth Bastard Deluxe  Soundtrack,2012-11-28,True,sparksflynn
Tomb Raider VI The Angel of Darkness,2012-11-28,True,Get_SiCkled
Stealth Bastard Deluxe,2012-11-28,True,softchippi
GT Legends,2005-09-26,True,youngbenaffleck
Trainz Simulator DLC PRR T,2012-11-29,True,TheNotPlaying
The Book of Unwritten Tales The Critter Chronicles,2012-12-05,True,76561198076735654
Primordia,2012-12-05,True,76561198077524144
A Game of Dwarves Star Dwarves,2012-12-06,True,76561198077818232
Mabinogi,2012-12-06,False,75791513
Triple Town,2012-12-06,False,76561198079355713
Legacy of Kain Defiance,2003-12-17,True,therealsupah
Legacy of Kain Soul Reaver,2012-12-06,True,dratini147
Train Simulator Union Pacific SD Loco AddOn,2012-12-06,True,76561198080270958
Iron Sky Invasion,2012-12-13,True,76561198081155725
Assassins Creed III  The Hidden Secrets Pack,2012-12-11,True,trolololololololololohehelolol
Port Royale  New Adventures DLC,2012-12-11,True,dizzy_zane
Rocksmith  Nickelback   Song Pack,2012-12-11,True,76561198082823023
A New Beginning  Final Cut,2012-12-11,True,whydafaqareyoustalkingme
Rocksmith  Nickelback  How You Remind Me,2012-12-11,False,76561198083368303
NiGHTS Into Dreams,2012-12-17,True,ramjamslam
Train Simulator EdinburghGlasgow Route AddOn,2011-03-25,False,scarfacejoe10
SpellForce   Faith in Destiny Scenario  Flinks Secret Diary,2012-12-17,True,Fikolius
Hearts of Iron III British Vehicle Spritepack,2012-12-17,True,76561198089026473
Hearts of Iron III Japanese Vehicle Spritepack,2012-12-17,True,marikoelquelolea
Rage The Scorchers,2012-12-18,True,MalignusBR
Tropico  Vigilante DLC,2012-12-18,True,JonesD2017
Rocksmith  Foo Fighters  Wheels,2012-12-18,True,Shadowcyhte
Rocksmith  Foo Fighters  Times Likes These,2012-12-18,True,LonTheDarkGamer
Rocksmith  Foo Fighters  My Hero,2012-12-18,True,MagmaCIaw
Rocksmith  Foo Fighters  Walk,2012-12-18,True,-Ultrix
Sacred  Gold,2012-12-21,True,isse7enfold5
Train Simulator Donner Pass Southern Pacific Route AddOn,2012-12-21,True,76561198095928099
Splice Epilogue Soundtrack,2012-12-31,True,76561198095928099
Angelica Weaver Catch Me When You Can,2013-01-07,True,HarrisonDealSteam
F Race Stars  China Track,2013-01-07,True,amillionlemons
F Race Stars  Canada Track,2013-01-07,True,amillionlemons
Primal Fears,2013-01-08,True,76561198097768337
F Race Stars  India Track,2013-01-07,True,MsVen
Worms Ultimate Mayhem  Multiplayer Pack DLC,2013-01-09,True,MsVen
Train Simulator DB ICE  EMU AddOn,2013-01-10,True,76561198099852870
Fieldrunners ,2013-01-10,True,rexsniper
Sword of the Stars II Soundtrack,2013-01-09,False,76561198100529585
Sins of a Solar Empire Rebellion  Original Soundtrack,2013-01-11,True,Axys79
Gratuitous Space Battles The Outcasts,2013-01-11,True,PulpCraft
Rocksmith  The Strokes  Reptilia,2013-01-22,True,76561198106568060
SpellForce   Faith in Destiny Scenario  The Golden Fool,2013-01-18,True,memesfrescas
Painkiller Hell amp Damnation Satan Claus DLC,2013-01-17,False,TheJewsDidNineEleven
Borderlands  Commando Supremacy Pack,2013-01-22,True,moruera
Borderlands  Commando Domination Pack,2013-01-22,True,moruera
Spectromancer Gathering of Power,2013-01-21,True,76561198125270928
Borderlands  Siren Madness Pack,2013-01-22,False,76561198125270928
Borderlands  Gunzerker Madness Pack,2013-01-22,True,SomeRandomCarrot
Borderlands  Gunzerker Domination Pack,2013-01-22,True,76561198127058661
Borderlands  Siren Domination Pack,2013-01-22,True,geekmannerd
Strike Suit Zero Soundtrack,2013-01-23,True,76561198133180878
Strike Suit Zero,2013-01-23,True,42456
The Cave,2013-01-23,True,thisisatrash
Ace Combat Assault Horizon  Enhanced Edition,2013-01-24,True,valinorau
Hotline Miami Soundtrack,2013-01-24,True,imakeclocks
DmC Devil May Cry,2013-01-24,True,76561198208704549
Defense Grid Containment DLC,2013-01-23,True,MeloncraftLP
