genres,release_date,playtime_forever,item_id
Action,2017-12-19,1.0,265770.0
Indie Simulation Strategy,2017-12-19,2.0,286100.0
Massively Multiplayer Racing Simulation Sports,2017-12-19,100.0,224260.0
Indie Simulation,2017-12-18,0.0,226320.0
Adventure Indie Early Access,2017-12-18,1.0,257710.0
Adventure Free to Play Indie RPG,2017-11-23,214.0,225840.0
Adventure,1987-10-05,0.0,291210.0
Action Indie Massively Multiplayer,2017-12-18,0.0,301520.0
Action Adventure Casual Indie,2017-12-18,563.0,304930.0
Action Indie Early Access,2017-12-18,0.0,270570.0
Indie Sports,2014-09-01,0.0,313730.0
Action Adventure,1994-08-15,107.0,293500.0
Adventure Casual,2017-12-18,0.0,326960.0
Simulation,2017-12-18,5746.0,730.0
Casual Indie Strategy,2017-12-18,0.0,355180.0
Action Indie RPG,2017-12-18,30.0,273350.0
Adventure RPG Strategy,2000-01-31,13.0,240.0
Casual Indie,2017-12-18,51100.0,4000.0
Strategy,1998-01-29,1331.0,12210.0
Action Indie Racing Early Access,2017-12-18,22.0,12220.0
Indie Simulation Strategy,2017-12-18,233.0,31280.0
Action Adventure Free to Play RPG Early Access,2017-12-18,90.0,620.0
Adventure Casual Indie Racing RPG Simulation Strategy,2017-12-18,439.0,105600.0
Indie,2017-12-18,30.0,24240.0
Casual RPG Simulation Strategy,2017-12-18,0.0,205790.0
Indie RPG,2017-12-18,44.0,104900.0
Action Adventure Indie Strategy,2017-12-18,346.0,204360.0
Action Adventure Indie Massively Multiplayer RPG,2017-12-18,15.0,220860.0
Action Indie,2017-12-18,0.0,208090.0
Adventure,2017-12-18,89.0,212070.0
Indie,2017-12-16,2.0,212500.0
Action Adventure Casual Indie Racing Strategy Early Access,2017-12-16,6353.0,224320.0
Casual Indie,2014-08-27,0.0,236390.0
Indie Racing Simulation Early Access,2017-11-15,0.0,238960.0
Casual Indie,2017-12-17,2.0,248570.0
Action Indie,2017-12-17,110.0,265630.0
Casual Strategy,2017-12-08,52.0,233720.0
Action Adventure Free to Play Indie RPG,2017-12-17,0.0,246420.0
Indie,2017-12-15,350.0,263760.0
Action Adventure Casual Indie Racing RPG,2017-12-15,70.0,244850.0
Action Casual Indie,2017-12-15,73.0,246620.0
Indie,2017-12-15,71.0,301520.0
Indie Sports,2017-12-16,0.0,312990.0
Action Casual Indie,2017-12-18,36564.0,730.0
Action Indie,2017-12-15,1526.0,333930.0
Adventure Casual Indie Massively Multiplayer RPG Strategy Early Access,2017-12-15,183.0,340150.0
Action Indie,2017-12-15,1.0,374570.0
Action Casual Strategy Early Access,2017-12-15,1516.0,220.0
Action Adventure Indie RPG Early Access,2017-12-15,0.0,340.0
Action Adventure Indie Simulation Strategy Early Access,2017-12-15,2931.0,240.0
Action Simulation Strategy,2017-12-15,0.0,320.0
Action Adventure Casual Free to Play Massively Multiplayer Simulation Sports,2017-12-15,0.0,360.0
Adventure RPG Strategy,2017-12-15,242.0,380.0
Indie Simulation Strategy,2017-12-15,76456.0,4000.0
Action Casual Indie,2017-12-15,337.0,420.0
Action Adventure Indie,2017-12-15,538.0,15390.0
Action Adventure Indie Early Access,2017-12-15,1803.0,1250.0
Adventure Indie,2015-06-25,108.0,35420.0
Action Casual Indie Strategy Early Access,2017-12-15,1195.0,20500.0
Adventure Casual Indie,2017-12-15,802.0,6020.0
Simulation,2017-12-15,2319.0,550.0
Indie Simulation Strategy,2017-12-15,0.0,223530.0
Casual Indie,2017-12-15,1337.0,42700.0
Action Adventure Indie Strategy Early Access,2017-12-15,2544.0,42710.0
Adventure Casual Massively Multiplayer Simulation,2017-09-09,6330.0,47810.0
Casual Indie Simulation,2017-12-15,3857.0,105600.0
Casual Indie Simulation,2017-12-15,335.0,91700.0
Action Casual Indie,2017-12-15,639.0,2210.0
Adventure RPG Strategy,2017-12-15,2433.0,22350.0
Simulation,2017-12-15,8331.0,22380.0
Simulation Strategy,2017-12-15,397.0,104900.0
Adventure Casual,2017-12-15,11843.0,49520.0
Strategy Early Access,2017-12-06,1818.0,202970.0
Action Indie Strategy,2017-12-15,1570.0,202990.0
RPG,2017-12-15,2106.0,212910.0
Casual Indie,2017-12-15,444.0,10500.0
Casual,2017-12-15,0.0,205790.0
Indie Simulation,2017-12-14,14.0,207730.0
Adventure Casual Indie Simulation,2017-12-15,2445.0,4920.0
Adventure Casual Indie Simulation,2017-12-15,2110.0,201790.0
Free to Play Indie,2017-12-15,88.0,99900.0
Simulation,2017-12-15,0.0,109400.0
Adventure Indie RPG,2017-12-14,5.0,203290.0
RPG Early Access,2017-12-14,0.0,207230.0
Simulation,2017-12-14,12106.0,212160.0
Casual Free to Play Indie Simulation Strategy Early Access,2017-12-14,1291.0,218230.0
Action Adventure,2017-12-14,2.0,227240.0
Strategy,2017-12-14,19795.0,230410.0
Casual Free to Play Indie Strategy,2017-12-14,1613.0,236390.0
Action Adventure Indie Early Access,2017-12-14,37.0,238960.0
Adventure Indie RPG,2017-12-14,479.0,243870.0
Indie Massively Multiplayer Simulation Early Access,2017-12-14,0.0,39120.0
Action Casual RPG,2017-12-10,662.0,209870.0
Adventure Casual,2017-12-14,7.0,237310.0
Adventure Casual Indie,2017-12-14,132.0,216150.0
Indie Simulation Strategy,2017-12-14,569.0,224260.0
Adventure Indie RPG,2017-12-14,130.0,239220.0
RPG Simulation Early Access,2017-12-14,65.0,241640.0
Action Casual Indie,2017-12-14,249.0,246280.0
Action Simulation Strategy,2017-12-14,84.0,253710.0
Action Indie Simulation Strategy,2017-12-01,1835.0,233450.0
Action,2017-12-13,265.0,209060.0
Indie Simulation Strategy,2017-12-13,2293.0,8870.0
Action Adventure Indie,2017-12-06,1063.0,222750.0
Casual,2017-12-13,568.0,228300.0
Casual Free to Play Indie Simulation Strategy,2017-12-13,185.0,232750.0
Action Casual Indie,2017-12-13,2294.0,220200.0
Casual Free to Play Simulation,2017-12-14,19816.0,72850.0
Casual Strategy,2017-12-15,4701.0,242760.0
Action Indie Strategy Early Access,2017-12-14,14165.0,244850.0
Indie RPG Strategy,2017-12-14,2310.0,248820.0
Action Massively Multiplayer RPG Early Access,2017-12-14,8630.0,218620.0
Action Massively Multiplayer RPG,2017-12-14,3110.0,206420.0
Action Massively Multiplayer RPG,2017-12-14,155.0,2870.0
Simulation,2017-12-14,105.0,250580.0
Simulation,2017-12-14,1245.0,251570.0
Action Massively Multiplayer RPG,2017-12-14,0.0,253530.0
Action,2017-12-14,60.0,253980.0
Indie Simulation,2017-12-14,428.0,254200.0
Simulation,2017-12-14,363.0,224460.0
Indie Simulation,2017-12-14,1336.0,241540.0
Adventure Indie Racing,2017-12-13,565.0,247910.0
Web Publishing,2017-12-13,530.0,238430.0
Action Free to Play Massively Multiplayer RPG Strategy,2017-12-13,357.0,264710.0
Action Adventure Indie Strategy,2017-12-13,554.0,265930.0
Action Indie Early Access,2017-12-13,7.0,266430.0
Action Strategy Early Access,2017-12-13,7383.0,211820.0
Action Indie,2017-12-13,0.0,367540.0
Casual Indie,2017-12-12,218.0,249050.0
Casual,2017-12-13,1927.0,269210.0
Adventure Casual Strategy,2017-12-12,169.0,270210.0
Action Adventure Indie,2017-12-12,1447.0,270370.0
Casual,2017-12-12,0.0,319060.0
Casual Indie,2017-12-12,2093.0,210770.0
Action Casual Indie Racing Simulation Sports,2017-12-12,2812.0,244450.0
Adventure Casual Indie,2017-12-12,9.0,273110.0
Action Indie,2017-12-12,198.0,237870.0
Utilities,2017-12-12,703.0,48700.0
Strategy Early Access,2017-12-12,8.0,282440.0
Action Adventure Casual Indie,2017-12-12,310.0,33910.0
Adventure Casual Indie,2017-12-12,0.0,33930.0
Casual Indie,2017-12-12,0.0,65700.0
Casual Simulation Strategy Early Access,2017-12-12,0.0,65720.0
Casual Simulation Strategy,2017-12-12,0.0,219540.0
Action Indie Simulation Early Access,2017-12-12,0.0,224580.0
Action Adventure Indie,2017-12-12,121.0,270550.0
Indie RPG Simulation Strategy,2017-12-12,1444.0,292910.0
Free to Play Indie Simulation Strategy,2017-12-12,9.0,293560.0
Casual Indie Simulation,2017-12-12,0.0,222900.0
Action Indie,2017-12-12,403.0,299720.0
Simulation Sports,2017-12-12,1112.0,299860.0
Adventure,2017-12-12,3228.0,301520.0
Indie Simulation Strategy,2017-12-12,2200.0,244160.0
Action Adventure Indie,2017-12-12,0.0,304050.0
Action Strategy,2017-12-12,0.0,304270.0
Casual Indie Massively Multiplayer Simulation Sports Strategy,2017-12-12,511.0,304930.0
Action Adventure Casual Indie,2017-10-20,554.0,63380.0
Casual Indie Simulation Early Access,2017-12-12,515.0,9900.0
Action Adventure,2017-12-12,242.0,312210.0
Adventure Casual Indie Racing RPG Simulation Strategy Early Access,2017-12-08,0.0,291480.0
Casual Indie,2017-12-09,534.0,312840.0
Adventure Casual Indie,2017-12-08,493.0,313120.0
Adventure Casual Indie Simulation,2017-12-08,0.0,315260.0
Casual Indie Simulation,2017-12-08,0.0,317360.0
Casual Indie,2017-12-08,0.0,258160.0
Casual Indie,2017-12-07,908.0,203160.0
Simulation,2017-12-08,367.0,250400.0
Adventure Indie,2017-12-08,0.0,323370.0
Simulation,2017-12-08,8.0,238590.0
Adventure Indie Strategy,2017-12-08,5764.0,239140.0
Indie Strategy,2017-12-08,30.0,324810.0
Action Indie,2017-12-08,0.0,6850.0
Casual Indie,2017-12-20,0.0,6860.0
Adventure Casual Indie,2017-12-11,189.0,6870.0
Adventure Indie RPG,2017-12-08,0.0,6880.0
Free to Play Massively Multiplayer RPG Strategy,2017-12-11,0.0,6900.0
Action Massively Multiplayer,2017-12-11,0.0,6910.0
Action Indie Early Access,2017-12-11,0.0,6920.0
Adventure Casual Indie,2017-12-11,0.0,6980.0
Action,2017-12-11,0.0,7000.0
Casual Indie,2017-12-11,0.0,8000.0
Casual Indie Simulation,2017-12-11,0.0,8080.0
Casual Indie Simulation,2017-12-11,0.0,8140.0
Action Casual Indie,2017-12-11,0.0,8170.0
Casual Indie,2017-12-11,163.0,8190.0
Adventure Casual,2017-12-11,44.0,28000.0
Action Adventure Indie Sports,2017-12-11,0.0,35130.0
Casual Indie Simulation,2011-12-20,1214.0,203140.0
Adventure Casual,2017-12-08,0.0,205930.0
Free to Play Massively Multiplayer Strategy Early Access,2017-12-08,0.0,211600.0
Action Adventure Casual Indie,2017-12-11,0.0,211740.0
Action Adventure Indie RPG Strategy,2017-12-08,0.0,224300.0
Action Adventure Casual Indie Racing Simulation Sports Strategy Early Access,2017-12-14,0.0,224920.0
Adventure Indie RPG Strategy,2017-12-08,0.0,224940.0
Adventure Indie,2017-12-08,0.0,224960.0
Adventure Casual Indie,2017-12-08,0.0,224980.0
Action Casual Indie,2017-12-07,0.0,225000.0
Simulation Early Access,2017-12-07,0.0,225020.0
Action Racing,2017-12-07,0.0,225300.0
Casual Indie,2017-12-07,0.0,225320.0
Action Indie,2017-12-07,204.0,238010.0
Action Casual Indie,2017-12-07,0.0,239160.0
Casual Indie,2017-12-07,0.0,242960.0
Casual Free to Play Indie,2017-06-04,0.0,247430.0
Action Casual Free to Play Indie,2017-06-04,0.0,258180.0
RPG,2017-12-08,5591.0,261640.0
RPG,2017-12-08,151.0,227180.0
RPG,2017-12-08,1930.0,330830.0
RPG,2017-12-08,108.0,328600.0
Action Adventure Indie,2017-12-08,479.0,331500.0
Action Casual Indie,2017-12-08,335.0,331670.0
Action,2017-12-08,584.0,730.0
Casual Simulation,2017-12-08,360.0,332500.0
Action Indie Early Access,2017-12-08,501.0,333930.0
Adventure Early Access,2017-12-08,308.0,333950.0
Simulation,2017-12-08,0.0,349110.0
Action Indie Strategy,2017-12-08,1858.0,346010.0
Simulation Strategy,2011-03-01,3303.0,346110.0
Simulation,2017-12-08,0.0,407530.0
Racing,2017-12-06,79.0,339280.0
Casual Indie Simulation,2017-12-06,6.0,356310.0
Indie Simulation Strategy,2017-12-06,612.0,232090.0
Simulation,2017-12-07,0.0,232150.0
Adventure Indie RPG,2017-12-07,0.0,364690.0
Indie Early Access,2017-12-07,2375.0,365670.0
Casual Indie,2017-12-02,0.0,385510.0
Animation amp Modeling Design amp Illustration Photo Editing Utilities,2017-12-07,0.0,386140.0
Simulation Strategy,2017-12-07,723.0,299360.0
Action Adventure Casual Indie RPG,2017-12-07,458.0,236110.0
Casual Indie Simulation Strategy,2017-12-07,144.0,422970.0
Action Indie,2017-12-07,31.0,427270.0
Action Racing,2017-12-07,62.0,449140.0
Action Casual Indie,2017-12-08,174.0,4000.0
Action Casual Indie,2017-12-08,247.0,1250.0
Adventure,2017-12-07,2155.0,8980.0
Strategy Early Access,2017-12-07,199.0,12210.0
Action Adventure Indie,2017-12-07,0.0,12220.0
Simulation,2017-12-07,403.0,31280.0
Indie RPG Strategy,2017-12-07,77846.0,105600.0
Action Indie Early Access,2017-12-07,29396.0,49520.0
RPG,2017-12-07,8087.0,99900.0
Casual Indie,2017-12-07,878.0,219740.0
Action Indie Racing Simulation,2017-12-06,55.0,322330.0
Action Indie Sports Early Access,2017-12-06,358.0,234710.0
Strategy,2017-12-06,0.0,265930.0
Casual Indie Strategy,2017-12-06,24551.0,304050.0
Casual Indie Strategy,2017-12-06,0.0,205790.0
Action Casual Indie,2017-12-06,6181.0,261640.0
Indie Simulation Strategy Early Access,2017-12-06,198.0,730.0
Simulation,2017-12-06,2267.0,320.0
Simulation,2017-12-06,94431.0,4000.0
Action Indie Strategy,2017-12-06,2.0,2540.0
Action Free to Play Indie Strategy,2017-12-06,4.0,2545.0
Indie,2017-12-06,12.0,2550.0
Adventure Casual,2017-12-06,175.0,17300.0
Action Casual Indie,2017-12-06,43.0,12210.0
Design amp Illustration Web Publishing,2017-12-06,161.0,9480.0
Action Casual Indie Simulation,2017-12-06,3372.0,1250.0
Design amp Illustration Web Publishing,2017-12-06,12.0,35420.0
Design amp Illustration Web Publishing,2017-12-06,16.0,33910.0
RPG,2017-12-06,233.0,25700.0
Action,2017-12-06,13510.0,550.0
Action Simulation,2017-12-06,0.0,223530.0
Adventure RPG,2017-12-06,138.0,8190.0
Action Adventure Indie,2017-12-06,51.0,46430.0
Casual Indie,2017-12-05,99.0,45750.0
Simulation,2017-12-05,556.0,2450.0
Action Adventure Casual Massively Multiplayer,2017-12-05,7.0,58520.0
Adventure Casual Indie,2017-12-05,1140.0,42910.0
Action,2017-12-05,22.0,48190.0
Action,2017-12-05,239.0,70000.0
Action,2017-12-05,85.0,93200.0
Action,2017-12-05,413.0,63200.0
Action,2017-12-05,641.0,91600.0
Action,2017-12-05,2647.0,620.0
Casual Strategy,2015-01-30,6663.0,105600.0
Racing Simulation Sports,2017-12-04,2538.0,21100.0
Racing Simulation Sports,2017-12-04,29.0,24240.0
Racing Simulation Sports,2017-12-04,716.0,55230.0
Action Adventure Casual Indie Simulation,2017-12-05,0.0,205790.0
Casual Indie Strategy,2017-12-04,1632.0,204340.0
Adventure Casual Simulation,2017-12-04,127.0,104900.0
Indie RPG,2017-12-04,105.0,201790.0
Adventure,2017-12-04,35.0,209080.0
Adventure Indie Strategy,2017-12-04,285.0,209270.0
Action Indie,2017-12-04,7814.0,730.0
Indie Simulation,2017-12-04,3552.0,204300.0
Action Adventure Indie,2017-12-04,1995.0,204360.0
Action Adventure Indie,2017-12-04,469.0,209670.0
Indie Simulation,2017-12-04,50.0,215510.0
Indie Simulation Strategy,2017-12-04,27.0,215470.0
Adventure Casual Free to Play,2017-12-04,1519.0,4920.0
Casual Indie Strategy,2017-12-04,145.0,214870.0
Action Adventure Free to Play Indie,2017-12-04,2272.0,224540.0
Casual Simulation,2017-12-02,312.0,49540.0
Indie RPG,2017-12-04,302.0,51100.0
Indie Racing,2017-12-04,1916.0,99900.0
Action Casual Indie Early Access,2017-12-03,809.0,104700.0
Adventure Indie RPG Strategy,2017-12-03,66.0,200210.0
Casual Indie,2017-12-02,1189.0,208090.0
Action Adventure Casual,2017-12-03,529.0,218230.0
Action Adventure Casual Indie,2017-12-01,34.0,219870.0
Action,2017-12-01,611.0,230410.0
Free to Play Indie Simulation Strategy,2017-12-01,1521.0,236390.0
Indie,2017-12-01,2724.0,240320.0
Action Casual Indie,2017-12-01,41.0,263500.0
Action Adventure Indie,2017-12-01,118.0,272350.0
Free to Play Indie Strategy,2017-12-01,38.0,39000.0
Action Free to Play Indie,2017-12-01,262.0,214420.0
Action Casual Indie Racing Simulation,2017-12-01,306.0,218330.0
Casual Indie,2017-12-01,2648.0,242720.0
Adventure Indie RPG,2017-12-01,1039.0,248570.0
Indie Simulation Strategy Early Access,2017-12-01,41.0,251670.0
Action Casual Indie Sports,2017-12-01,11.0,262410.0
Action Adventure Indie,2017-12-01,266.0,265630.0
Indie Strategy,2017-11-30,49.0,265770.0
Indie RPG Strategy,2017-11-30,166.0,271290.0
Action Indie,2017-11-30,62.0,202090.0
Action Casual Indie Early Access,2017-11-30,4704.0,206500.0
Action Free to Play Indie,2017-11-30,770.0,224260.0
Action Indie Early Access,2017-12-01,755.0,239220.0
Action Adventure Indie Early Access,2017-12-01,827.0,246280.0
Adventure Indie,2017-11-30,167.0,204080.0
Adventure Indie,2017-12-01,668.0,233450.0
Casual Indie,2017-11-26,1984.0,210770.0
Audio Production Utilities,2017-12-01,256.0,206190.0
Casual,2017-12-01,881.0,241720.0
Adventure Casual Simulation Strategy,2017-11-20,3474.0,233250.0
Adventure Casual Simulation Strategy,2017-12-01,3922.0,244850.0
Adventure Casual Simulation Strategy,2017-12-01,231.0,237110.0
Action Indie,2017-11-30,1674.0,207140.0
Action Indie,2017-12-01,33.0,368730.0
Adventure Casual Indie RPG Simulation Strategy,2017-12-01,94.0,248820.0
Casual Indie Strategy,2017-12-01,10397.0,218620.0
Action Casual Indie,2017-12-01,45.0,225280.0
Adventure Casual Indie,2017-12-01,3816.0,250340.0
Adventure Casual Indie RPG Simulation,2017-12-01,114.0,228560.0
Adventure Casual Indie,2017-12-01,56.0,252950.0
Action Indie,2017-12-01,13.0,253530.0
Adventure Indie,2017-11-30,3.0,257710.0
Adventure Casual Simulation,2017-12-01,61.0,238430.0
Indie Simulation,2017-11-30,38740.0,219830.0
Casual,2017-11-29,57.0,263060.0
Action Adventure Casual Free to Play Massively Multiplayer RPG,2017-11-17,247.0,263740.0
Utilities Early Access,2017-11-29,69.0,265210.0
Adventure Indie,2017-11-29,38.0,266430.0
Indie Racing Early Access,2017-11-29,110.0,211820.0
Adventure Indie,2017-11-30,16.0,268750.0
Adventure Early Access,2017-11-30,1040.0,270370.0
Action Adventure Indie,2017-11-30,0.0,319060.0
Simulation,2017-11-30,4109.0,273110.0
Action Indie,2017-11-30,6688.0,274190.0
Action Indie Massively Multiplayer,2017-11-30,653.0,225840.0
Action Indie Massively Multiplayer,2017-11-30,29.0,278970.0
Adventure Casual,2017-11-30,36.0,280930.0
Adventure Casual,2017-11-30,510.0,246620.0
Casual Simulation Sports,2017-11-30,28.0,285580.0
Action Casual Indie Strategy Early Access,2017-11-30,614.0,286160.0
Indie,2017-10-31,328.0,286940.0
Casual Indie,2017-11-30,3.0,292060.0
Casual Indie Simulation Strategy,2017-11-30,110.0,293540.0
Indie RPG,2017-11-29,4.0,294160.0
Adventure Indie,2017-11-29,359.0,296470.0
Casual,2017-11-08,577.0,291550.0
Action Sports,2017-11-29,10.0,298240.0
Action Indie,2017-11-29,207.0,298630.0
Adventure Casual Indie,2017-11-17,3587.0,238460.0
Free to Play Indie RPG,2017-11-29,8.0,299700.0
Action Adventure Indie Early Access,2017-11-29,64.0,214190.0
Casual Indie,2017-11-29,393.0,301520.0
Casual Strategy,2017-11-29,1497.0,302590.0
Action Adventure Casual Indie,2017-11-05,19.0,302830.0
Action Adventure Casual Indie Strategy Early Access,2017-11-29,257.0,304050.0
Adventure Indie,2017-11-29,496.0,304930.0
Simulation,2017-11-29,33.0,224600.0
Casual Indie Strategy,2016-01-03,288.0,306830.0
Adventure Indie,2017-09-26,0.0,302380.0
Action Adventure Indie,2017-11-29,114.0,227700.0
Indie Simulation Strategy Early Access,2017-11-29,36.0,310380.0
Indie Strategy Early Access,2017-11-28,7805.0,312530.0
Action Adventure Casual Indie,2017-11-28,126.0,312990.0
Adventure Casual Simulation,2017-11-22,95.0,227940.0
Action Adventure Casual Indie,2017-11-28,1.0,269910.0
Action Adventure Free to Play Indie Massively Multiplayer Early Access,2017-11-29,121.0,315640.0
Indie Simulation Strategy,2017-11-28,79.0,274900.0
Design amp Illustration Utilities,2017-11-26,503.0,222900.0
Casual Indie,2017-11-27,44.0,317360.0
RPG,2017-11-27,49.0,317470.0
Action Adventure Indie,2017-12-01,91.0,258160.0
Simulation,2017-11-28,4.0,266030.0
Indie Simulation,2017-11-28,2.0,319570.0
Adventure Casual Indie Simulation,2017-11-28,113.0,229810.0
Casual Indie,2017-11-28,13.0,17580.0
Casual Free to Play Simulation,2017-11-28,14.0,312150.0
Adventure Casual Indie Simulation,2017-11-15,261.0,41300.0
Adventure Indie RPG Early Access,2017-11-28,125.0,323850.0
Action Indie,2017-10-31,108.0,238590.0
Casual Indie,2017-11-28,65.0,239140.0
Action RPG,2017-11-28,199.0,326740.0
Adventure Indie,2017-11-27,0.0,326960.0
Casual Simulation Strategy,2017-11-28,86.0,274940.0
Action Casual Indie,2017-11-28,7.0,333930.0
Action Casual Indie Massively Multiplayer,2017-11-27,26.0,335240.0
Action Adventure Indie RPG Simulation Early Access,2017-11-27,169.0,335330.0
Action Adventure,2017-11-27,438.0,299360.0
Adventure Indie RPG Strategy,2017-10-31,735.0,337320.0
Casual Indie Strategy,2017-11-27,4.0,338180.0
Action Casual Indie Early Access,2017-11-27,13.0,340810.0
Action Indie Massively Multiplayer Simulation Strategy,2017-11-27,7.0,341720.0
Casual Indie Strategy,2017-11-24,13.0,342300.0
Casual Indie Strategy,2017-11-24,6.0,343630.0
Action,2017-11-20,22.0,345520.0
Indie Massively Multiplayer Strategy Early Access,2017-11-24,131.0,346010.0
Action Casual Racing,2017-11-25,377.0,346120.0
Action Simulation,2017-11-25,116.0,346330.0
Indie,2017-11-25,5.0,342480.0
Action,2017-11-01,26.0,352700.0
Racing Simulation Sports,2017-11-24,0.0,354500.0
Action Casual Indie,2017-11-26,0.0,354510.0
Racing Simulation Sports,2017-11-24,0.0,354520.0
Racing Simulation Sports,2017-11-24,0.0,354530.0
Casual Indie,2017-11-28,0.0,354540.0
Adventure Indie,2017-11-24,0.0,354550.0
Casual Indie,2017-11-24,0.0,494710.0
Indie Strategy,2017-11-24,19.0,351140.0
Indie,2017-11-24,27.0,355180.0
Adventure Indie Strategy,2017-11-24,28.0,356310.0
Action Adventure Casual Indie,2017-11-24,15.0,356640.0
Action Casual Indie,2017-11-24,1.0,360760.0
Action Adventure Indie,2017-11-23,55.0,320590.0
Simulation,2017-11-23,5408.0,322330.0
Simulation,2017-11-23,2.0,360480.0
Simulation,2017-11-23,0.0,374570.0
Adventure Indie,2017-11-23,927.0,380840.0
Indie,2017-11-24,0.0,381150.0
Casual,2017-11-22,11.0,381810.0
RPG,2017-11-22,13.0,382490.0
Indie,2017-11-23,113.0,384500.0
Action Strategy,2017-11-23,1.0,386880.0
Casual Indie Strategy,2013-03-12,120.0,389570.0
Action Casual Indie,2017-11-23,64.0,394380.0
Action Casual Indie Racing Simulation Sports,2017-11-23,244.0,394970.0
Adventure Indie Early Access,2017-11-22,755.0,397100.0
Casual Indie Strategy,2017-11-23,26.0,407530.0
Casual Racing,2017-11-22,0.0,236110.0
Indie Massively Multiplayer,2017-11-25,12.0,280790.0
Sports,2017-11-22,4.0,414730.0
Action Indie,2017-11-25,230.0,417890.0
Action Adventure Indie,2017-11-22,379.0,427270.0
Action Adventure Indie,2017-11-22,2.0,429050.0
Action Adventure Indie,2017-11-22,40.0,427730.0
Action Casual Indie Simulation,2017-11-22,33.0,424280.0
Action Adventure Indie Early Access,2017-11-22,34.0,444640.0
Action Adventure Indie RPG,2017-11-22,103.0,448460.0
Action Adventure Indie,2017-11-24,361.0,449140.0
Action Free to Play Massively Multiplayer,2017-11-22,0.0,457420.0
Adventure Casual,2017-11-22,1.0,458560.0
Simulation,2017-11-22,37.0,466910.0
Indie,2017-11-22,19.0,417910.0
Adventure Indie,2017-11-22,1.0,273350.0
Casual Strategy,2017-11-22,7.0,502550.0
Casual Indie,2017-11-22,3.0,320.0
Action Adventure Casual Indie RPG,2017-11-22,19.0,340.0
Simulation,2017-11-22,1.0,360.0
Casual Indie,2017-11-22,582.0,380.0
Adventure Indie RPG,2017-11-22,216.0,2500.0
Indie Simulation Strategy,2017-11-21,7405.0,4000.0
Indie Simulation Strategy,2017-11-21,67.0,10180.0
Action Indie RPG Early Access,2017-11-21,2126.0,10190.0
Action Free to Play,2017-11-21,575.0,550.0
Casual Indie,2017-11-22,0.0,223530.0
Action,2017-10-26,3291.0,47870.0
RPG,2017-11-21,4877.0,620.0
Casual Indie,2017-11-21,44742.0,105600.0
Simulation Sports,2017-11-21,0.0,104900.0
Adventure Casual Indie RPG Early Access,2017-11-21,11369.0,730.0
Adventure Casual,2017-11-21,0.0,203290.0
Action Indie,2017-11-21,1.0,243870.0
Massively Multiplayer Racing Simulation Sports,2017-11-21,12.0,248570.0
RPG,2017-11-21,1437.0,224260.0
RPG,2017-11-21,5268.0,234670.0
RPG,2017-11-21,0.0,250400.0
RPG,2017-11-21,301.0,265210.0
RPG,2017-11-21,0.0,273110.0
RPG,2017-11-21,326.0,277430.0
Action Adventure Casual Indie,2017-11-21,261.0,281370.0
Casual Indie Simulation,2009-12-22,259.0,270550.0
Adventure Casual Indie,2008-12-30,1.0,304050.0
Casual Indie,2008-07-29,1063.0,304930.0
Casual Indie Simulation,2013-05-31,4.0,311700.0
Adventure Indie RPG Strategy Early Access,2017-11-15,4.0,291480.0
Action Adventure Casual Indie,2017-11-20,5.0,268420.0
Action Adventure Indie,2017-11-20,0.0,205790.0
Action Indie Sports,2017-11-20,517.0,319510.0
Action Free to Play RPG,2012-10-31,30.0,332800.0
Action Adventure Indie RPG,2017-11-20,371.0,215470.0
Action Casual Indie Strategy,2017-11-21,15.0,346120.0
Indie Simulation Strategy,2017-11-20,0.0,346330.0
Action Adventure Indie RPG,2017-11-20,1034.0,346900.0
Action Casual Free to Play,2017-11-20,5145.0,298630.0
Action Casual Free to Play,2017-11-20,0.0,355840.0
Action Casual Free to Play,2017-11-20,31.0,364370.0
Action Casual Indie,2017-11-19,0.0,383080.0
Casual Sports,2017-11-20,5866.0,391540.0
Free to Play Indie Simulation,2017-04-02,20.0,395520.0
Action Free to Play Massively Multiplayer,2017-11-20,0.0,407530.0
Action Adventure Indie,2017-11-28,626.0,368230.0
Casual Indie Simulation,2017-11-20,1621.0,496300.0
Action Adventure Indie RPG Strategy,2017-10-29,5.0,409670.0
Action Adventure Indie,2017-11-20,751.0,417860.0
Action Adventure Free to Play Massively Multiplayer RPG,2017-11-17,11.0,431910.0
Adventure,2017-11-17,112.0,424280.0
Simulation Strategy Early Access,2017-11-20,93.0,220.0
Action Casual Indie Early Access,2017-11-20,0.0,340.0
Casual Indie,2017-11-17,0.0,205790.0
Casual Indie,2017-11-17,0.0,38830.0
Action,2017-11-17,4.0,99900.0
Action Casual Indie Strategy,2017-11-17,5.0,104700.0
Action Adventure Indie,2017-11-17,1.0,230410.0
Adventure Casual Indie,2017-11-17,1.0,286080.0
Adventure RPG,1991-01-01,1.0,265630.0
Action Indie,2017-11-17,0.0,286100.0
Casual Indie Simulation Strategy Early Access,2017-11-17,1.0,253530.0
Action Adventure Casual Indie Simulation Strategy,2017-11-17,0.0,270370.0
Indie Simulation,2017-11-17,0.0,319060.0
Adventure Indie RPG,2017-11-17,0.0,290930.0
Adventure Indie RPG,2017-11-17,733.0,304930.0
Free to Play Massively Multiplayer Simulation Sports,2017-11-17,0.0,310370.0
